,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender_int,Geography_France,Geography_Germany,Geography_Spain,Exited,Age,CreditScore
7780,10,76692.22,1,0,1,30396.43,1,0,1,0,0,3.4965075614664802,6.618738983517219
7781,7,117715.84,1,1,0,2498.67,0,1,0,0,0,3.5263605246161616,6.558197802812269
7782,8,87105.32,1,1,1,55346.14,0,1,0,0,0,3.9889840465642745,6.371611847231857
7783,6,0.0,1,1,0,148330.97,1,1,0,0,1,3.7612001156935624,6.07993319509559
7784,2,69311.16,1,1,1,59237.72,1,1,0,0,0,4.1588830833596715,6.608000625296087
7785,9,0.0,2,1,1,48644.94,0,1,0,0,0,3.258096538021482,6.6039438246004725
7786,10,66948.67,2,1,1,140759.03,1,0,0,1,0,3.4965075614664802,6.373319789577012
7787,9,0.0,2,1,1,107712.42,1,1,0,0,0,4.04305126783455,6.440946540632921
7788,2,128410.71,2,1,1,181718.73,0,0,0,1,0,4.330733340286331,6.311734809152915
7789,3,99897.53,1,0,0,37054.65,0,0,1,0,0,3.6375861597263857,6.406879986069314
7790,3,0.0,1,1,1,173940.59,0,1,0,0,0,3.091042453358316,6.513230110912307
7791,6,152622.34,1,1,0,99298.8,1,0,1,0,0,3.4339872044851463,6.369900982828227
7792,8,0.0,2,1,0,62933.03,0,1,0,0,0,3.6888794541139363,6.380122536899765
7793,4,138227.19,2,1,1,55287.84,0,1,0,0,0,4.02535169073515,6.371611847231857
7794,2,111395.53,1,0,1,48197.06,1,1,0,0,0,3.2188758248682006,6.230481447578482
7795,7,84386.57,1,1,0,178642.73,0,0,1,0,0,3.784189633918261,6.126869184114185
7796,3,0.0,2,1,1,8282.22,1,1,0,0,0,3.58351893845611,6.539585955617669
7797,5,174673.65,2,1,0,33300.56,0,0,1,0,0,3.4965075614664802,6.218600119691729
7798,3,0.0,2,1,0,76515.79,0,1,0,0,0,3.828641396489095,6.249975242259483
7799,5,109019.65,2,1,1,33680.56,0,0,1,0,0,3.828641396489095,6.492239835020471
7800,1,107906.75,1,1,0,168886.39,1,0,1,0,1,3.9512437185814275,6.548219102762372
7801,7,128914.97,1,0,0,191746.23,0,1,0,0,1,3.9889840465642745,6.519147287940395
7802,9,111179.83,1,1,1,93091.02,0,0,0,1,0,4.143134726391533,6.650279048587422
7803,8,124099.13,1,0,0,23904.52,1,0,1,0,0,3.9512437185814275,6.428105272684596
7804,9,122471.09,1,0,1,15807.07,0,0,1,0,0,4.07753744390572,6.52795791762255
7805,3,134692.4,2,1,1,83773.02,0,1,0,0,0,3.5263605246161616,6.453624998892692
7806,4,123816.5,1,1,1,90162.35,1,1,0,0,0,3.2188758248682006,6.522092798170152
7807,3,106288.54,1,1,1,36639.25,0,0,1,0,0,3.5263605246161616,6.410174881966167
7808,7,127723.25,2,1,0,139469.11,1,0,1,0,1,4.007333185232471,6.401917196727186
7809,2,145843.82,1,1,1,198402.37,0,0,0,1,1,3.7612001156935624,6.361302477572996
7810,2,148200.72,1,0,0,194584.48,1,0,1,0,0,3.5263605246161616,6.628041376179533
7811,2,104145.65,1,0,0,159629.64,0,1,0,0,0,3.4011973816621555,6.415096959171596
7812,8,142755.25,1,0,0,34231.48,0,0,1,0,0,3.1780538303479458,6.2766434893416445
7813,3,81245.79,1,1,0,69643.31,1,0,1,0,1,4.143134726391533,6.52795791762255
7814,3,168560.46,2,0,0,90270.16,1,0,1,0,0,3.4965075614664802,6.472346294500901
7815,8,0.0,1,1,0,47848.56,0,1,0,0,0,3.6375861597263857,6.368187186350492
7816,2,132193.94,2,1,1,162865.52,0,0,1,0,0,3.7376696182833684,6.651571873589727
7817,9,0.0,1,0,1,168650.4,0,1,0,0,0,4.060443010546419,6.517671272912275
7818,8,139330.1,1,0,0,54372.37,0,0,1,0,0,3.2188758248682006,6.295266001439646
7819,0,0.0,2,0,1,133897.32,0,0,0,1,0,3.367295829986474,6.418364935936212
7820,5,0.0,2,1,0,147878.05,0,1,0,0,0,3.6888794541139363,6.501289670540389
7821,2,134571.5,1,0,1,118313.38,1,1,0,0,0,3.332204510175204,6.655440350367647
7822,2,143829.2,2,1,0,181224.24,0,0,1,0,1,3.912023005428146,6.364750756851911
7823,7,0.0,2,1,0,7921.57,0,1,0,0,0,3.4657359027997265,6.558197802812269
7824,8,133444.97,1,0,1,5708.19,1,1,0,0,0,3.784189633918261,6.511745329644728
7825,4,104753.84,2,1,0,56756.52,1,0,1,0,1,3.1354942159291497,6.386879319362645
7826,2,116574.84,1,1,0,4121.04,1,0,1,0,1,3.9318256327243257,6.473890696352274
7827,10,0.0,2,0,1,97213.09,0,1,0,0,0,3.713572066704308,6.405228458030842
7828,9,176914.8,1,1,1,12799.23,1,1,0,0,0,3.6888794541139363,6.598509028614515
7829,8,68348.18,2,0,1,50400.32,1,1,0,0,0,3.58351893845611,6.349138991379798
7830,9,0.0,2,1,1,41447.86,1,1,0,0,0,3.4965075614664802,6.38856140554563
7831,2,56726.83,2,0,1,185543.35,0,1,0,0,0,3.7376696182833684,6.618738983517219
7832,3,65269.23,1,0,1,189988.65,0,0,0,1,1,3.828641396489095,6.35088571671474
7833,6,66220.17,1,0,1,170819.01,0,0,0,1,0,3.4965075614664802,6.436150368369428
7834,9,0.0,1,0,0,85547.33,0,1,0,0,1,4.02535169073515,6.555356891810665
7835,8,96147.55,1,1,0,137037.97,1,1,0,0,0,3.713572066704308,6.499787040655854
7836,4,0.0,2,1,0,19283.14,0,1,0,0,0,3.7376696182833684,6.473890696352274
7837,2,0.0,1,1,0,169425.3,0,0,0,1,1,3.871201010907891,6.745236349484363
7838,8,145330.43,1,1,1,132038.65,1,0,1,0,0,3.4657359027997265,6.343880434126331
7839,3,0.0,2,1,1,3626.47,1,1,0,0,0,3.044522437723423,6.338594078203183
7840,4,124192.28,2,1,1,50881.51,1,0,1,0,0,3.8501476017100584,6.285998094508865
7841,7,111288.18,1,1,1,149170.25,1,0,1,0,1,3.828641396489095,6.559615237493242
7842,7,107805.67,1,0,0,182505.68,0,1,0,0,0,3.7612001156935624,6.598509028614515
7843,5,103700.69,1,1,0,194072.56,1,0,1,0,1,3.58351893845611,6.373319789577012
7844,1,0.0,2,1,1,9209.21,1,1,0,0,0,3.6375861597263857,6.416732282512326
7845,0,0.0,1,1,1,167931.81,0,1,0,0,0,3.5263605246161616,6.473890696352274
7846,3,87739.08,1,1,1,123096.56,1,1,0,0,0,3.295836866004329,6.322565239927284
7847,0,133313.34,1,1,1,3965.69,1,0,0,1,0,2.995732273553991,6.466144724237619
7848,10,0.0,1,1,1,87711.61,1,1,0,0,0,3.8918202981106265,6.07073772800249
7849,7,154902.66,1,1,1,49667.28,0,0,1,0,0,3.713572066704308,6.466144724237619
7850,0,0.0,2,1,0,136675.22,1,1,0,0,0,3.58351893845611,6.1903154058531475
7851,6,112595.85,1,1,0,35865.44,0,0,1,0,1,4.219507705176107,6.630683385642372
7852,3,119695.75,1,0,1,26136.13,0,0,1,0,0,3.6635616461296463,6.610696044717759
7853,7,0.0,1,1,0,33373.26,1,1,0,0,1,3.8501476017100584,6.593044534142437
7854,7,0.0,2,0,1,10096.25,0,0,0,1,0,3.8918202981106265,6.61472560020376
7855,8,152614.51,2,1,1,188782.3,1,0,1,0,0,4.07753744390572,6.501289670540389
7856,7,131647.01,2,0,0,79775.19,1,0,1,0,0,3.4965075614664802,6.363028103540465
7857,6,96654.72,2,0,0,152740.16,0,1,0,0,0,3.295836866004329,6.745236349484363
7858,3,137583.04,1,0,1,5791.85,0,1,0,0,0,3.091042453358316,6.333279628139691
7859,3,62717.84,2,1,1,13182.43,1,0,1,0,0,3.332204510175204,6.641182169740591
7860,9,95377.13,1,0,1,187551.24,0,1,0,0,0,3.4657359027997265,6.490723534502507
7861,1,135936.1,2,1,1,110560.14,0,0,0,1,0,3.332204510175204,6.408528791059498
7862,5,161591.11,3,1,1,63795.62,0,0,1,0,0,3.5553480614894135,6.467698726104354
7863,8,142382.03,1,1,1,62086.62,0,1,0,0,0,3.8501476017100584,6.61472560020376
7864,2,0.0,2,1,1,12483.56,0,0,0,1,0,3.4965075614664802,6.376726947898627
7865,9,0.0,2,0,1,10963.04,0,0,0,1,0,3.4011973816621555,6.53813982376767
7866,6,127043.09,1,1,1,8247.0,1,1,0,0,0,3.6375861597263857,6.501289670540389
7867,3,0.0,1,1,1,156260.08,1,0,0,1,0,3.828641396489095,6.461468176353717
7868,4,78885.88,2,1,1,26927.69,1,0,1,0,0,3.367295829986474,6.415096959171596
7869,8,95922.9,1,1,0,84782.42,1,0,0,1,1,3.8066624897703196,6.478509642208569
7870,8,0.0,2,1,0,19842.11,1,1,0,0,0,3.367295829986474,6.270988431858299
7871,3,91711.59,1,1,1,95393.43,1,1,0,0,0,3.58351893845611,6.516193076042964
7872,10,110031.09,2,1,1,133995.59,1,0,1,0,0,3.828641396489095,6.459904454377535
7873,5,81210.72,2,0,1,108003.38,0,1,0,0,0,3.58351893845611,6.661854740545311
7874,5,122947.92,1,1,1,99154.86,0,0,1,0,0,3.4657359027997265,6.46302945692067
7875,1,182065.85,1,1,0,49503.5,1,1,0,0,0,3.6375861597263857,6.546785410760524
7876,0,0.0,1,1,0,196533.72,0,1,0,0,1,3.8066624897703196,6.434546518787453
7877,2,69974.66,2,1,0,188426.13,1,0,0,1,1,3.713572066704308,6.202535517187923
7878,10,123711.73,2,1,0,171340.68,1,1,0,0,1,3.6375861597263857,6.594413459749778
7879,6,76495.04,1,1,0,79071.89,0,1,0,0,0,3.784189633918261,6.48768401848461
7880,9,0.0,2,0,0,20940.76,1,1,0,0,0,3.6375861597263857,6.612041034833092
7881,9,0.0,2,1,1,34774.26,0,0,0,1,0,3.828641396489095,6.651571873589727
7882,1,121874.89,1,0,0,6865.41,1,0,1,0,1,3.8066624897703196,6.745236349484363
7883,6,0.0,2,1,1,51143.43,1,1,0,0,0,3.8066624897703196,6.311734809152915
7884,6,188455.19,1,0,0,47031.4,0,1,0,0,1,3.58351893845611,6.45833828334479
7885,0,99045.93,2,1,0,47160.01,1,1,0,0,0,3.7376696182833684,6.674561391814426
7886,8,0.0,1,0,1,158666.99,1,1,0,0,0,3.58351893845611,6.501289670540389
7887,2,205770.78,2,0,0,65464.66,1,0,1,0,0,3.4011973816621555,6.573680166960646
7888,0,79340.95,1,1,0,78255.86,1,1,0,0,0,3.4339872044851463,6.386879319362645
7889,9,138456.03,2,1,1,103548.25,0,0,1,0,0,4.04305126783455,6.396929655216146
7890,7,0.0,2,1,1,89609.26,0,1,0,0,0,3.8918202981106265,6.336825731146441
7891,2,101099.9,2,0,1,193476.04,0,0,1,0,0,3.871201010907891,6.519147287940395
7892,5,0.0,2,1,1,5199.02,1,0,0,1,0,3.4339872044851463,6.473890696352274
7893,8,109219.83,1,1,0,52827.51,0,1,0,0,0,3.6888794541139363,6.464588303689961
7894,1,123276.69,2,1,1,86507.88,0,0,1,0,1,4.204692619390966,6.559615237493242
7895,10,113034.31,1,1,1,100423.88,0,0,0,1,0,3.7612001156935624,6.504288173536645
7896,1,0.0,2,1,0,175611.5,0,0,0,1,0,3.713572066704308,6.453624998892692
7897,6,129548.5,2,1,1,19282.85,0,0,0,1,0,3.4011973816621555,6.401917196727186
7898,4,74812.84,1,0,1,27448.33,1,1,0,0,0,4.276666119016055,6.453624998892692
7899,7,0.0,2,1,0,183963.34,1,1,0,0,0,3.6888794541139363,6.464588303689961
7900,1,0.0,2,1,0,45113.92,1,0,0,1,1,3.9889840465642745,6.665683717782408
7901,3,153538.13,2,1,0,110776.01,1,0,1,0,0,3.332204510175204,6.4425401664681985
7902,9,0.0,2,0,1,183042.2,1,1,0,0,0,3.6375861597263857,6.212606095751519
7903,10,0.0,2,0,1,161571.79,0,0,0,1,0,3.5263605246161616,6.340359303727752
7904,0,155619.36,1,1,1,166692.03,0,0,0,1,0,3.4657359027997265,6.1070228877422545
7905,10,159693.9,2,1,1,71173.64,0,0,0,1,0,3.5553480614894135,6.55250788703459
7906,3,171653.17,1,0,1,5353.12,0,0,0,1,0,3.6109179126442243,6.418364935936212
7907,2,47685.47,2,1,1,86019.48,1,0,1,0,0,3.6635616461296463,6.52649485957079
7908,4,0.0,2,0,1,86383.82,0,1,0,0,0,3.5553480614894135,6.364750756851911
7909,5,0.0,1,0,0,31641.52,0,1,0,0,1,4.110873864173311,6.429719478039138
7910,6,123692.0,1,1,1,70548.96,0,0,0,1,0,3.332204510175204,6.329720905522696
7911,1,148853.29,2,1,1,24411.02,0,0,1,0,0,3.258096538021482,6.324358962381311
7912,2,133161.95,1,0,1,122254.86,0,1,0,0,0,3.5553480614894135,6.464588303689961
7913,6,143221.35,2,1,0,186035.72,0,0,1,0,0,3.1780538303479458,6.690842277418564
7914,9,0.0,2,0,1,73133.82,0,1,0,0,0,3.5553480614894135,6.532334292222349
7915,1,0.0,3,1,0,187734.49,0,0,0,1,1,4.02535169073515,6.543911845564792
7916,6,0.0,2,1,0,111590.35,0,1,0,0,0,3.4965075614664802,6.331501849893691
7917,9,126265.88,2,0,0,15859.95,0,0,1,0,0,3.6375861597263857,6.418364935936212
7918,5,0.0,1,1,0,61324.87,0,1,0,0,0,3.6109179126442243,6.3784261836515865
7919,8,112713.34,1,1,1,176868.89,0,0,0,1,0,3.4339872044851463,6.385194398997726
7920,5,141173.03,1,0,1,98896.06,0,1,0,0,0,3.5263605246161616,6.570882962339584
7921,7,0.0,2,1,1,108739.15,1,0,0,1,0,3.5553480614894135,6.376726947898627
7922,6,0.0,2,1,0,12266.06,0,0,0,1,0,3.6635616461296463,6.520621127558696
7923,5,118866.36,1,1,1,163317.5,0,0,0,1,0,3.6375861597263857,6.593044534142437
7924,2,0.0,2,1,1,182247.77,0,1,0,0,0,3.8501476017100584,6.725033642166843
7925,7,0.0,2,1,1,168261.4,1,0,0,1,0,3.4965075614664802,6.373319789577012
7926,5,92316.31,2,1,0,158590.66,1,0,0,1,1,3.9889840465642745,6.340359303727752
7927,1,122185.53,1,1,0,102566.46,0,0,1,0,1,3.4011973816621555,6.456769655572163
7928,4,123345.85,1,1,0,141827.83,0,1,0,0,0,3.6375861597263857,6.566672429803241
7929,4,73070.18,2,0,0,161671.15,0,1,0,0,0,3.4011973816621555,6.71901315438526
7930,7,0.0,2,0,0,192013.23,0,0,0,1,0,3.6375861597263857,6.214608098422191
7931,1,95120.59,1,0,0,127875.1,0,1,0,0,0,3.8501476017100584,6.693323668269949
7932,8,102800.65,1,1,0,60811.56,0,1,0,0,0,3.6888794541139363,6.745236349484363
7933,7,97072.42,1,0,1,131177.22,1,1,0,0,0,4.248495242049359,6.661854740545311
7934,6,132876.55,1,1,1,130862.11,0,0,0,1,0,3.4339872044851463,6.444131256700441
7935,6,0.0,2,0,1,72970.93,0,0,0,1,0,3.4965075614664802,6.366470447731438
7936,2,0.0,2,1,0,28123.99,0,1,0,0,0,3.091042453358316,6.148468295917647
7937,3,0.0,1,1,0,140754.19,0,1,0,0,1,3.58351893845611,6.507277712385012
7938,2,0.0,1,0,0,166650.32,0,1,0,0,0,3.6635616461296463,6.690842277418564
7939,10,51962.91,2,1,0,45507.24,0,1,0,0,0,3.258096538021482,6.579251212010101
7940,6,98759.89,1,0,0,112202.64,1,0,0,1,0,3.367295829986474,6.660575149839686
7941,2,156570.86,1,1,1,37140.2,0,0,1,0,0,3.4965075614664802,6.3835066348840055
7942,1,0.0,1,1,1,178256.58,1,1,0,0,1,3.7376696182833684,6.295266001439646
7943,1,159024.71,1,1,0,100982.93,0,1,0,0,1,3.7376696182833684,6.2766434893416445
7944,1,73493.17,1,0,1,109626.13,1,1,0,0,1,3.6635616461296463,6.253828811575473
7945,8,0.0,2,1,1,99251.24,1,1,0,0,0,3.8066624897703196,6.63200177739563
7946,6,69617.36,1,1,0,143345.69,1,1,0,0,0,3.5553480614894135,6.159095388491933
7947,5,136526.26,2,1,0,59653.03,1,0,0,1,0,3.5553480614894135,6.459904454377535
7948,3,113736.27,1,0,1,196864.61,0,1,0,0,0,3.2188758248682006,6.558197802812269
7949,1,106723.28,1,0,0,109960.4,0,1,0,0,1,3.9512437185814275,6.272877006546167
7950,10,138847.9,1,1,1,127256.7,1,0,1,0,0,3.4965075614664802,6.246106765481563
7951,0,0.0,2,1,0,1099.95,1,1,0,0,0,3.6888794541139363,6.745236349484363
7952,2,107868.14,2,1,1,146192.4,1,0,1,0,0,3.4965075614664802,6.61472560020376
7953,3,96926.12,2,1,0,48553.77,0,0,1,0,0,3.4965075614664802,6.432940092739179
7954,7,77599.23,1,0,0,144407.1,0,1,0,0,0,3.4011973816621555,6.610696044717759
7955,5,178787.54,1,1,1,195760.53,0,0,1,0,0,3.6375861597263857,6.595780513961311
7956,5,0.0,2,1,1,44827.47,0,1,0,0,0,4.394449154672439,6.745236349484363
7957,3,129668.43,2,1,1,88743.99,1,0,1,0,0,3.5263605246161616,6.745236349484363
7958,6,146178.13,2,1,1,88837.11,0,1,0,0,0,3.5263605246161616,6.530877627725885
7959,8,0.0,2,1,0,62112.7,1,1,0,0,0,3.6888794541139363,6.320768294250582
7960,4,0.0,2,0,0,163563.07,0,1,0,0,0,3.6109179126442243,6.511745329644728
7961,2,154763.21,2,1,1,174800.31,1,1,0,0,0,3.6375861597263857,6.695798917058491
7962,3,116251.24,1,0,1,42429.88,1,0,1,0,1,4.02535169073515,6.452048954437226
7963,6,0.0,2,1,1,82647.65,0,1,0,0,0,3.6109179126442243,6.4457198193855785
7964,0,100954.88,2,0,0,134175.15,1,0,1,0,0,3.4011973816621555,6.335054251498059
7965,4,124620.01,2,1,0,92243.94,1,1,0,0,1,3.9318256327243257,6.437751649736401
7966,4,0.0,2,1,1,6175.53,1,0,0,1,0,3.5263605246161616,6.517671272912275
7967,9,112701.04,1,0,0,29213.63,0,1,0,0,0,3.6888794541139363,6.368187186350492
7968,8,84692.5,1,0,1,67214.02,0,0,0,1,0,3.8066624897703196,6.3835066348840055
7969,2,108204.52,1,1,0,169037.84,0,0,1,0,1,3.8918202981106265,6.456769655572163
7970,6,86449.39,1,1,1,188809.23,0,1,0,0,0,3.4011973816621555,6.745236349484363
7971,10,0.0,1,0,1,79408.17,0,0,0,1,0,3.7376696182833684,6.450470422144176
7972,5,73194.99,1,1,1,89222.66,0,0,1,0,0,3.58351893845611,6.621405651764134
7973,7,124593.23,1,1,0,86079.67,0,0,1,0,0,3.4339872044851463,6.3835066348840055
7974,2,119655.77,1,1,1,12944.17,0,0,1,0,1,3.912023005428146,6.573680166960646
7975,3,121765.37,2,1,1,166516.84,0,0,1,0,0,3.7376696182833684,6.46302945692067
7976,4,110837.73,1,0,0,126419.8,0,1,0,0,0,3.5553480614894135,6.744059186311348
7977,10,99835.17,1,0,1,89103.05,0,0,0,1,0,3.8501476017100584,6.472346294500901
7978,2,91057.37,2,1,0,132973.17,1,0,1,0,0,3.4011973816621555,6.410174881966167
7979,7,0.0,2,1,0,93122.41,1,1,0,0,0,3.258096538021482,6.318968113746434
7980,7,149400.27,1,0,0,167522.19,0,0,0,1,0,3.295836866004329,6.208590026096629
7981,9,89111.63,1,0,0,157239.6,0,0,1,0,0,3.6375861597263857,6.395261598115449
7982,1,132527.9,2,0,1,107429.71,0,0,1,0,0,3.4965075614664802,6.300785794663244
7983,9,114997.42,1,1,0,75304.09,1,1,0,0,0,3.58351893845611,6.651571873589727
7984,6,161798.53,1,1,0,182944.47,0,1,0,0,0,3.828641396489095,6.139884552226255
7985,2,96129.32,2,1,1,5983.7,1,0,1,0,0,3.295836866004329,6.54534966033442
7986,3,0.0,2,0,0,163655.01,0,0,0,1,0,3.8066624897703196,6.502790045915623
7987,5,133050.97,2,1,0,89385.92,0,1,0,0,0,3.4657359027997265,6.699500340161678
7988,8,120124.35,2,0,1,168773.54,0,1,0,0,0,3.9318256327243257,6.246106765481563
7989,8,0.0,2,0,0,96864.36,0,1,0,0,0,3.6635616461296463,6.4692503167957724
7990,5,133705.74,1,0,0,134455.84,0,0,0,1,0,3.4657359027997265,6.498282149476434
7991,9,0.0,2,1,0,28368.37,1,0,0,1,0,3.6635616461296463,6.056784013228625
7992,7,0.0,2,1,0,103898.59,1,1,0,0,0,3.6888794541139363,6.529418838262226
7993,4,152805.05,1,1,0,63239.65,1,1,0,0,0,3.4965075614664802,6.371611847231857
7994,1,151701.45,3,1,1,170138.68,1,0,1,0,1,3.044522437723423,6.251903883165888
7995,1,0.0,2,0,1,3837.08,1,1,0,0,0,4.204692619390966,6.56244409369372
7996,5,112465.06,1,1,1,92977.75,1,1,0,0,0,3.091042453358316,6.57507584059962
7997,6,156007.09,1,1,0,191368.37,0,0,1,0,0,3.1780538303479458,6.142037405587356
7998,3,132405.52,3,1,0,104889.2,0,0,1,0,1,3.332204510175204,6.720220155135295
7999,5,142662.68,1,0,0,60285.3,0,1,0,0,0,3.258096538021482,6.716594773520978
8000,8,102603.3,2,1,1,180693.61,0,0,1,0,0,3.58351893845611,6.616065185132817
8001,9,0.0,2,1,0,126475.79,0,0,0,1,0,3.4657359027997265,6.561030665896573
8002,1,0.0,2,0,0,133535.99,0,0,0,1,0,3.6109179126442243,6.380122536899765
8003,6,105000.85,2,1,1,87412.24,0,0,0,1,1,4.04305126783455,6.401917196727186
8004,5,0.0,2,1,1,164886.64,0,1,0,0,0,3.8066624897703196,6.421622267806518
8005,1,69518.95,1,1,0,116238.39,1,1,0,0,0,3.58351893845611,6.452048954437226
8006,8,126145.54,2,1,1,138051.19,0,0,1,0,0,3.713572066704308,6.573680166960646
8007,4,138937.35,1,1,1,101617.64,0,1,0,0,1,3.713572066704308,6.472346294500901
8008,10,113581.98,1,1,0,1985.41,1,0,1,0,0,3.784189633918261,6.3818160174060985
8009,1,112572.39,1,0,0,165626.6,0,1,0,0,0,3.5263605246161616,6.352629396319567
8010,10,114514.71,2,1,0,177784.68,0,0,1,0,1,3.9318256327243257,6.1463292576688975
8011,2,0.0,2,1,1,65765.22,1,1,0,0,0,3.5553480614894135,6.55250788703459
8012,10,0.0,2,1,1,50759.8,1,1,0,0,0,3.5263605246161616,6.616065185132817
8013,2,84906.45,1,1,0,163216.48,0,1,0,0,0,3.4657359027997265,6.476972362889683
8014,2,126816.18,1,1,1,74850.93,1,0,0,1,0,3.6635616461296463,6.594413459749778
8015,1,105249.76,2,1,1,23491.09,1,0,1,0,0,3.258096538021482,6.45833828334479
8016,2,0.0,2,1,0,134272.57,0,0,0,1,0,3.713572066704308,6.343880434126331
8017,5,109387.9,1,1,0,155721.15,0,0,1,0,0,3.912023005428146,6.129050210060545
8018,3,122478.51,1,1,0,147230.77,0,0,1,0,1,3.1354942159291497,6.448889394146858
8019,8,137732.23,2,1,1,133210.44,1,1,0,0,0,4.290459441148391,6.52649485957079
8020,2,157866.77,1,1,1,18986.12,1,1,0,0,0,3.828641396489095,6.745236349484363
8021,6,0.0,1,1,1,100507.81,1,1,0,0,0,3.713572066704308,6.238324625039508
8022,3,136789.14,1,1,0,59346.4,1,1,0,0,1,3.4339872044851463,6.423246963533519
8023,1,0.0,2,1,1,95372.64,0,1,0,0,0,3.58351893845611,6.498282149476434
8024,10,144684.03,1,1,1,31805.49,0,1,0,0,0,3.4011973816621555,6.542471960506805
8025,9,107065.31,1,1,1,51959.82,0,1,0,0,0,3.1780538303479458,6.484635235635252
8026,8,91301.72,1,0,1,130824.57,1,1,0,0,0,3.4965075614664802,6.408528791059498
8027,4,207034.96,2,0,0,157694.76,0,0,0,1,1,3.6635616461296463,6.52795791762255
8028,8,0.0,2,1,1,933.38,0,0,0,1,0,3.6109179126442243,6.637258031284457
8029,8,0.0,1,0,1,2560.11,0,0,0,1,0,3.912023005428146,6.508769136971682
8030,3,0.0,1,1,1,12905.89,0,0,0,1,1,3.6375861597263857,6.3835066348840055
8031,6,0.0,2,1,0,176692.87,1,0,0,1,0,3.58351893845611,6.501289670540389
8032,5,0.0,2,1,1,102908.63,0,1,0,0,0,3.5263605246161616,6.502790045915623
8033,6,0.0,2,0,1,41291.05,0,0,0,1,0,3.58351893845611,6.745236349484363
8034,9,0.0,2,1,0,119127.06,0,0,0,1,0,3.7376696182833684,6.432940092739179
8035,8,92472.1,2,0,1,126434.61,1,1,0,0,0,3.4011973816621555,6.3578422665081
8036,1,0.0,2,0,0,103901.35,0,0,0,1,0,3.044522437723423,6.318968113746434
8037,10,127738.75,2,1,1,85153.0,0,1,0,0,0,4.127134385045092,6.304448802421981
8038,5,101242.98,2,1,0,12493.61,1,0,1,0,0,3.912023005428146,6.418364935936212
8039,4,92599.55,2,1,1,167336.78,1,1,0,0,0,3.7612001156935624,6.51025834052315
8040,10,0.0,2,0,1,186180.42,1,0,0,1,0,3.58351893845611,6.436150368369428
8041,1,0.0,4,1,0,88566.9,1,0,0,1,1,3.912023005428146,6.548219102762372
8042,6,82373.94,1,0,0,172526.9,0,1,0,0,1,3.6109179126442243,6.406879986069314
8043,4,141356.47,1,0,0,137985.69,0,0,0,1,0,3.4339872044851463,6.579251212010101
8044,9,0.0,1,1,0,19793.73,0,1,0,0,1,3.1354942159291497,6.727431724850855
8045,3,72664.0,2,1,1,107874.39,1,0,0,1,0,3.8501476017100584,6.647688373563329
8046,3,123365.34,2,0,0,171995.34,1,1,0,0,0,3.8501476017100584,6.698268054115413
8047,5,121898.58,1,1,0,61829.89,0,0,1,0,0,3.4965075614664802,6.598509028614515
8048,6,0.0,1,1,1,31728.35,0,0,0,1,0,3.4965075614664802,6.306275286948016
8049,3,103696.97,3,0,0,155221.05,1,1,0,0,1,3.4339872044851463,6.480044561926653
8050,2,0.0,2,0,0,130866.95,0,1,0,0,0,3.4965075614664802,6.561030665896573
8051,1,74129.18,2,1,1,62199.78,1,0,1,0,1,4.02535169073515,6.405228458030842
8052,9,0.0,1,1,0,24255.21,1,1,0,0,0,3.5263605246161616,6.434546518787453
8053,3,185379.02,1,1,0,64679.07,0,0,1,0,0,3.367295829986474,6.530877627725885
8054,1,118087.68,1,1,0,88120.78,1,0,1,0,1,3.8501476017100584,6.263398262591624
8055,8,109402.13,1,1,1,66463.62,0,0,0,1,0,3.713572066704308,6.48768401848461
8056,7,130367.87,1,1,0,15142.1,1,0,1,0,1,3.4965075614664802,6.593044534142437
8057,2,108410.87,2,1,0,102908.91,1,0,1,0,0,3.5263605246161616,6.704414354964107
8058,2,90408.16,2,0,0,48170.57,1,1,0,0,0,3.912023005428146,6.182084906716632
8059,6,90425.15,2,1,1,11597.69,1,1,0,0,0,3.5263605246161616,6.590301048196686
8060,6,140094.59,1,1,0,172450.04,1,0,0,1,1,3.6635616461296463,6.593044534142437
8061,9,0.0,2,0,1,184061.17,0,0,0,1,0,3.4339872044851463,6.1675164908883415
8062,6,95439.4,1,1,1,21038.58,1,0,1,0,1,3.828641396489095,6.4967749901858625
8063,6,204017.4,2,1,0,109538.35,0,0,1,0,0,3.5263605246161616,6.3080984415095305
8064,9,0.0,2,1,0,129192.55,0,0,0,1,0,3.367295829986474,6.570882962339584
8065,3,137115.16,1,1,0,146516.86,0,0,1,0,1,3.8918202981106265,6.063785208687608
8066,5,134740.19,2,1,0,181430.91,0,0,1,0,0,3.7612001156935624,6.222576268071369
8067,5,0.0,2,0,0,121451.21,1,1,0,0,0,3.367295829986474,6.272877006546167
8068,4,98955.87,1,0,1,131712.51,0,0,1,0,0,3.367295829986474,6.428105272684596
8069,9,49157.09,2,1,0,53294.17,0,0,1,0,0,3.784189633918261,6.424869023905388
8070,1,130240.33,1,0,0,96546.55,0,0,1,0,0,3.4339872044851463,6.673297967767654
8071,1,108019.27,3,1,1,184524.65,0,1,0,0,1,3.871201010907891,6.411818267709897
8072,4,126725.25,1,1,0,195259.31,0,0,1,0,1,3.9318256327243257,6.659293919683638
